Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Mean_accuracy,GrCaus_NG3_L4_SS_L4_Information_accuracy,NormError_SimErr_accuracy,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_accuracy,Coherence_NG3_L4_SS_L4_Mean_p,GrCaus_NG3_L4_SS_L4_Information_p,NormError_SimErr_p,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_p,Coherence_NG3_L4_SS_L4_Mean_conf_min,GrCaus_NG3_L4_SS_L4_Information_conf_min,NormError_SimErr_conf_min,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_min,Coherence_NG3_L4_SS_L4_Mean_conf_max,GrCaus_NG3_L4_SS_L4_Information_conf_max,NormError_SimErr_conf_max,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_max
C,180.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,180.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,180.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,190.0,C_1,30.0,1.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.614,1.0,1.0,0.923,0.923
C,190.0,C_1,40.0,1.0,1.0,0.833333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.735,1.0,1.0,0.944,0.979
C,190.0,C_1,50.0,1.0,1.0,0.966666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.653,1.0,1.0,0.999,0.944
C,190.0,C_1,60.0,1.0,1.0,0.933333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.614,1.0,1.0,0.992,0.923
C,190.0,C_1,70.0,1.0,1.0,0.7,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.614,1.0,1.0,0.853,0.923
C,190.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,190.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,190.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,190.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,190.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,200.0,C_1,30.0,1.0,1.0,0.766666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.614,1.0,1.0,0.901,0.923
C,200.0,C_1,40.0,1.0,1.0,0.866666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.828,1.0,1.0,0.962,0.999
C,200.0,C_1,50.0,1.0,1.0,0.966666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.653,1.0,1.0,0.999,0.944
C,200.0,C_1,60.0,1.0,1.0,0.933333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.653,1.0,1.0,0.992,0.944
C,200.0,C_1,70.0,1.0,1.0,0.666666666667,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.614,1.0,1.0,0.827,0.923
C,200.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,200.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,200.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,200.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,200.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,210.0,C_1,30.0,1.0,1.0,0.766666666667,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.577,1.0,1.0,0.901,0.901
C,210.0,C_1,40.0,1.0,1.0,0.766666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.735,1.0,1.0,0.901,0.979
C,210.0,C_1,50.0,1.0,1.0,1.0,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.693,1.0,1.0,1.0,0.962
C,210.0,C_1,60.0,1.0,1.0,0.933333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.653,1.0,1.0,0.992,0.944
C,210.0,C_1,70.0,1.0,1.0,0.733333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.614,1.0,1.0,0.877,0.923
C,210.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,210.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,210.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,210.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,210.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,220.0,C_1,30.0,1.0,1.0,0.833333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.614,1.0,1.0,0.944,0.923
C,220.0,C_1,40.0,1.0,1.0,0.9,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.653,1.0,1.0,0.979,0.944
C,220.0,C_1,50.0,1.0,1.0,0.966666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.735,1.0,1.0,0.999,0.979
C,220.0,C_1,60.0,1.0,1.0,0.933333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.614,1.0,1.0,0.992,0.923
C,220.0,C_1,70.0,1.0,1.0,0.733333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.577,1.0,1.0,0.877,0.901
C,220.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,220.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,220.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,220.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,220.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,230.0,C_1,30.0,1.0,1.0,0.8,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.577,1.0,1.0,0.923,0.901
C,230.0,C_1,40.0,1.0,1.0,0.933333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.693,1.0,1.0,0.992,0.962
C,230.0,C_1,50.0,1.0,1.0,0.933333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.735,1.0,1.0,0.992,0.979
C,230.0,C_1,60.0,1.0,1.0,0.933333333333,0.733333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.541,1.0,1.0,0.992,0.877
C,230.0,C_1,70.0,1.0,1.0,0.733333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.614,1.0,1.0,0.877,0.923
C,230.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,230.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,230.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,230.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,230.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,240.0,C_1,30.0,1.0,0.966666666667,0.733333333333,0.666666666667,0.0,0.0,0.0,0.0,0.884,0.828,0.541,0.472,1.0,0.999,0.877,0.827
C,240.0,C_1,40.0,1.0,1.0,0.8,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.653,1.0,1.0,0.923,0.944
C,240.0,C_1,50.0,1.0,1.0,0.966666666667,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.735,1.0,1.0,0.999,0.979
C,240.0,C_1,60.0,1.0,1.0,0.866666666667,0.733333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.541,1.0,1.0,0.962,0.877
C,240.0,C_1,70.0,1.0,1.0,0.733333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.577,1.0,1.0,0.877,0.901
C,240.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,240.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,240.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,240.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,240.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,250.0,C_1,30.0,1.0,1.0,0.733333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.653,1.0,1.0,0.877,0.944
C,250.0,C_1,40.0,1.0,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.693,1.0,1.0,0.901,0.962
C,250.0,C_1,50.0,1.0,1.0,0.966666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.693,1.0,1.0,0.999,0.962
C,250.0,C_1,60.0,1.0,1.0,0.933333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.577,1.0,1.0,0.992,0.901
C,250.0,C_1,70.0,1.0,1.0,0.733333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.614,1.0,1.0,0.877,0.923
C,250.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,250.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,250.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,250.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,250.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
C,260.0,C_1,30.0,1.0,1.0,0.766666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.653,1.0,1.0,0.901,0.944
C,260.0,C_1,40.0,1.0,1.0,0.866666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.693,1.0,1.0,0.962,0.962
C,260.0,C_1,50.0,1.0,1.0,0.966666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.693,1.0,1.0,0.999,0.962
C,260.0,C_1,60.0,1.0,1.0,0.933333333333,0.733333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.541,1.0,1.0,0.992,0.877
C,260.0,C_1,70.0,1.0,1.0,0.733333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.614,1.0,1.0,0.877,0.923
C,260.0,C_1,80.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
C,260.0,C_1,90.0,0.933333333333,1.0,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.779,0.884,0.283,0.506,0.992,1.0,0.657,0.853
C,260.0,C_1,100.0,0.933333333333,0.9,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.735,0.343,0.541,0.992,0.979,0.717,0.877
C,260.0,C_1,110.0,0.866666666667,0.733333333333,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.693,0.541,0.255,0.506,0.962,0.877,0.626,0.853
C,260.0,C_1,120.0,0.633333333333,0.566666666667,0.466666666667,0.766666666667,0.0,0.002,0.043,0.0,0.439,0.374,0.283,0.577,0.801,0.745,0.657,0.901
